,carat,cut,cut_ord,color,clarity,clarity_ord,price
599,2.02,Ideal,5,G,VS2,5,18077
600,0.9,Very Good,3,H,VS2,5,4258
601,0.66,Ideal,5,D,VVS2,6,3103
602,0.56,Ideal,5,H,VVS1,7,1941
603,0.38,Ideal,5,E,VS1,4,1133
604,2.08,Ideal,5,H,SI2,2,15065
605,0.35,Ideal,5,E,VS2,5,984
606,0.34,Ideal,5,H,VS2,5,689
607,0.9,Very Good,3,F,VS2,5,4617
608,2.01,Premium,4,I,SI1,3,11646
609,1.2,Very Good,3,H,SI2,2,5280
610,0.4,Good,2,J,VS1,4,589
611,1.23,Ideal,5,H,SI2,2,5951
612,0.57,Ideal,5,F,VVS2,6,2402
613,1.13,Ideal,5,E,VVS2,6,11387
614,0.34,Very Good,3,I,SI1,3,459
615,1.51,Premium,4,J,VS2,5,7357
616,1.34,Ideal,5,D,SI1,3,8930
617,0.9,Very Good,3,I,SI2,2,3057
618,1.2,Good,2,D,VS2,5,8521
619,1.02,Premium,4,H,SI1,3,4558
620,0.31,Premium,4,H,VS1,4,698
621,0.38,Ideal,5,G,VVS1,7,973
622,1.21,Ideal,5,G,VS1,4,8616
623,0.3,Ideal,5,I,SI1,3,422
624,0.83,Ideal,5,F,SI1,3,3290
625,0.32,Premium,4,G,VS1,4,828
626,0.44,Premium,4,F,VS1,4,1155
627,0.52,Very Good,3,J,VS2,5,1141
628,0.26,Very Good,3,E,VVS1,7,657
629,1.5,Very Good,3,H,VS1,4,10584
630,1.06,Ideal,5,E,VS2,5,7788
631,0.9,Very Good,3,H,VS1,4,4234
632,0.37,Very Good,3,F,VS2,5,696
633,0.3,Very Good,3,H,VS1,4,526
634,0.36,Ideal,5,F,VVS2,6,828
635,0.31,Good,2,E,SI1,3,698
636,0.7,Ideal,5,E,SI1,3,2745
637,2.02,Premium,4,H,SI2,2,15996
638,0.45,Very Good,3,G,VVS1,7,1263
639,0.39,Premium,4,J,VVS1,7,921
640,1.31,Premium,4,G,VS2,5,8979
641,1.06,Premium,4,G,VVS2,6,7627
642,0.5,Ideal,5,D,VVS2,6,2376
643,1.01,Premium,4,G,SI1,3,4338
644,0.6,Very Good,3,E,SI2,2,1250
645,0.32,Ideal,5,E,VVS2,6,843
646,1.72,Very Good,3,E,SI2,2,11638
647,0.53,Ideal,5,D,SI1,3,1753
648,1,Very Good,3,H,SI1,3,4702
649,1.01,Premium,4,H,SI1,3,4707
650,0.91,Very Good,3,I,VS2,5,3994
651,0.57,Very Good,3,I,SI1,3,1180
652,1.25,Premium,4,H,VS1,4,7560
653,1.2,Premium,4,G,VVS2,6,9475
654,1.5,Ideal,5,G,VS2,5,13135
655,1.03,Premium,4,G,VS1,4,6659
656,0.42,Premium,4,E,SI1,3,992
657,0.7,Premium,4,H,SI2,2,2184
658,1.01,Premium,4,D,SI1,3,5543
659,1,Premium,4,G,VS2,5,6048
660,0.32,Ideal,5,E,VVS1,7,892
661,1.07,Ideal,5,F,SI2,2,5405
662,0.52,Premium,4,G,VS2,5,1577
663,0.31,Ideal,5,H,SI1,3,464
664,2.02,Premium,4,I,SI2,2,13117
665,0.7,Premium,4,D,SI1,3,2782
666,0.41,Premium,4,G,VVS2,6,1076
667,1.71,Good,2,E,SI1,3,12224
668,0.94,Premium,4,E,SI2,2,3758
669,0.58,Premium,4,E,SI1,3,1949
670,0.81,Ideal,5,H,SI1,3,3514
671,0.31,Ideal,5,D,SI1,3,548
672,2.11,Premium,4,J,SI2,2,12554
673,1.1,Very Good,3,F,I1,1,3678
674,1.51,Very Good,3,G,SI2,2,7154
675,1.01,Ideal,5,F,VVS2,6,8688
676,0.4,Ideal,5,I,VS2,5,727
677,0.31,Ideal,5,F,SI1,3,490
678,1.51,Good,2,I,VS1,4,8975
679,0.35,Ideal,5,D,SI1,3,827
680,1.09,Good,2,D,VS1,4,7493
681,1.01,Very Good,3,D,VVS2,6,10800
682,0.72,Premium,4,J,VS2,5,1944
683,1.06,Ideal,5,I,SI2,2,4270
684,1.04,Fair,1,E,SI2,2,4566
685,0.31,Ideal,5,H,VS2,5,646
686,0.3,Very Good,3,I,VVS1,7,709
687,0.3,Very Good,3,H,SI1,3,421
688,0.41,Ideal,5,F,VS1,4,1007
689,0.4,Ideal,5,G,SI1,3,873
690,1.52,Very Good,3,J,VS2,5,7109
691,1.38,Ideal,5,J,SI2,2,5765
692,0.71,Ideal,5,H,VVS2,6,2594
693,0.32,Premium,4,G,VS2,5,672
694,0.5,Premium,4,E,SI1,3,1410
695,0.41,Ideal,5,F,VS2,5,1107
696,0.52,Ideal,5,E,SI1,3,1555
697,0.44,Ideal,5,G,VVS1,7,1160
698,0.53,Good,2,J,VS2,5,1023
699,0.33,Ideal,5,H,VVS1,7,730
700,0.54,Ideal,5,E,SI2,2,1340
701,1.7,Premium,4,J,SI2,2,7650
702,1.1,Ideal,5,H,SI1,3,5636
703,0.54,Premium,4,H,VS1,4,1637
704,0.4,Ideal,5,I,VVS2,6,758
705,0.31,Ideal,5,G,VS2,5,562
706,1.12,Premium,4,G,VVS1,7,8561
707,1.2,Premium,4,F,SI1,3,6250
708,0.72,Ideal,5,G,SI1,3,2385
709,2,Good,2,I,SI2,2,11400
710,1.23,Ideal,5,F,SI2,2,5894
711,0.5,Premium,4,D,VS2,5,1752
712,1,Premium,4,G,VS2,5,5242
713,1.02,Ideal,5,H,SI2,2,4207
714,0.33,Ideal,5,E,VVS2,6,917
715,0.56,Very Good,3,E,VS2,5,1770
716,0.26,Very Good,3,H,VVS2,6,565
717,1.37,Premium,4,J,SI2,2,5156
718,0.5,Ideal,5,E,SI2,2,1154
719,0.74,Ideal,5,H,SI2,2,2289
720,1.72,Ideal,5,G,SI2,2,10268
721,1.7,Very Good,3,E,SI2,2,12030
722,2.05,Fair,1,I,VS1,4,17408
723,1.52,Ideal,5,H,VS1,4,11154
724,0.41,Ideal,5,J,VS2,5,613
725,1.06,Premium,4,D,SI2,2,4903
726,1.5,Fair,1,E,SI2,2,6922
727,1.51,Good,2,J,VS2,5,7062
728,2.39,Premium,4,I,VS1,4,17642
729,1.53,Very Good,3,H,VS2,5,11557
730,0.5,Very Good,3,E,SI2,2,1154
731,0.72,Premium,4,F,SI1,3,2030
732,0.7,Fair,1,F,VS2,5,2762
733,1.03,Very Good,3,E,SI2,2,4668
734,0.82,Very Good,3,E,SI2,2,2975
735,0.41,Ideal,5,E,VVS1,7,1367
736,1.01,Good,2,E,VS1,4,6509
737,0.32,Good,2,E,SI1,3,524
738,0.4,Premium,4,E,SI1,3,882
739,0.5,Ideal,5,F,SI2,2,1079
740,2,Very Good,3,J,VS1,4,13203
741,1.72,Premium,4,F,SI1,3,14892
742,0.71,Premium,4,H,SI1,3,2207
743,0.33,Ideal,5,G,VS1,4,666
744,0.53,Ideal,5,D,VS2,5,1783
745,0.38,Very Good,3,F,VS2,5,752
746,0.56,Ideal,5,H,VS1,4,1616
747,0.34,Ideal,5,F,VVS1,7,935
748,0.21,Premium,4,E,SI1,3,326
749,1.02,Fair,1,E,VS2,5,5350
750,0.53,Premium,4,G,VS2,5,1335
751,0.92,Premium,4,F,SI1,3,3967
752,0.35,Premium,4,E,VS1,4,921
753,0.63,Very Good,3,H,VVS2,6,1932
754,1.01,Very Good,3,H,SI1,3,4642
755,0.56,Premium,4,D,SI1,3,1865
756,1.15,Very Good,3,G,VS2,5,7175
757,0.33,Very Good,3,D,SI2,2,492
758,1,Fair,1,G,SI1,3,4295
759,0.71,Very Good,3,E,SI2,2,2375
760,0.71,Very Good,3,F,SI2,2,2147
761,0.56,Ideal,5,D,VS2,5,2066
762,0.35,Ideal,5,H,VVS1,7,1024
763,0.3,Very Good,3,G,VVS1,7,635
764,0.39,Very Good,3,E,SI2,2,650
765,1.73,Very Good,3,G,VS2,5,16807
766,0.28,Ideal,5,E,VVS2,6,828
767,0.38,Ideal,5,J,SI1,3,525
768,0.7,Ideal,5,G,VS1,4,3206
769,0.3,Ideal,5,E,VS2,5,844
770,2.09,Very Good,3,F,SI2,2,18509
771,0.36,Ideal,5,E,VS2,5,1013
772,1.22,Premium,4,I,SI1,3,5368
773,0.54,Premium,4,F,VS2,5,1786
774,0.31,Ideal,5,F,VS2,5,591
775,1.21,Good,2,E,VS2,5,9176
776,1.55,Ideal,5,F,VS2,5,14185
777,0.26,Very Good,3,D,VS1,4,420
778,1.22,Very Good,3,J,SI2,2,3443
779,0.43,Very Good,3,G,VS1,4,943
780,0.93,Ideal,5,H,SI1,3,3844
781,1.2,Ideal,5,H,SI1,3,6968
782,0.56,Ideal,5,F,VS1,4,1915
783,0.3,Premium,4,E,SI1,3,675
784,0.32,Ideal,5,E,VS2,5,900
785,0.75,Premium,4,H,SI1,3,2331
786,0.72,Ideal,5,E,VS1,4,3283
787,0.7,Ideal,5,E,VS2,5,2952
788,0.51,Very Good,3,H,VS2,5,1414
789,0.69,Ideal,5,H,SI1,3,1822
790,0.3,Ideal,5,G,IF,8,1025
791,0.53,Ideal,5,F,VS1,4,1830
792,1.01,Good,2,D,SI1,3,5443
793,0.33,Ideal,5,D,VS1,4,839
794,1.5,Good,2,H,SI2,2,7714
795,0.3,Good,2,E,VVS2,6,814
796,1.51,Ideal,5,D,SI1,3,12738
797,0.67,Ideal,5,G,SI1,3,1662
798,0.35,Ideal,5,D,VS2,5,907
799,0.61,Ideal,5,G,SI1,3,1579
800,0.91,Fair,1,E,VVS2,6,5430
801,1,Premium,4,H,SI2,2,4032
802,1.5,Good,2,G,I1,1,4731
803,0.9,Very Good,3,G,VVS1,7,4601
804,0.34,Ideal,5,E,SI1,3,765
805,1.02,Ideal,5,F,VS2,5,7026
806,1.5,Premium,4,F,VS2,5,14199
807,0.4,Very Good,3,F,VS2,5,867
808,1.51,Very Good,3,E,SI2,2,9513
809,1.01,Very Good,3,G,IF,8,8621
810,0.4,Very Good,3,G,SI1,3,702
811,0.9,Ideal,5,H,VS1,4,5013
812,0.56,Ideal,5,E,SI1,3,1580
813,0.52,Ideal,5,H,VS2,5,1689
814,0.38,Ideal,5,E,VVS2,6,1027
815,0.42,Ideal,5,H,VS1,4,847
816,0.55,Ideal,5,E,VVS1,7,2609
817,0.7,Very Good,3,F,SI1,3,2382
818,0.24,Ideal,5,F,VVS1,7,678
819,0.8,Premium,4,J,SI2,2,2022
820,0.38,Ideal,5,D,VS1,4,1140
821,0.42,Ideal,5,D,VS1,4,1179
822,0.31,Ideal,5,D,VS1,4,713
823,0.31,Ideal,5,I,SI2,2,372
824,0.44,Very Good,3,F,VS1,4,1081
825,0.24,Ideal,5,I,VVS1,7,432
826,1.03,Premium,4,F,VS2,5,6307
827,1.52,Good,2,J,SI1,3,7022
828,0.51,Very Good,3,E,VVS2,6,2056
829,1.2,Ideal,5,G,VVS1,7,9784
830,0.39,Very Good,3,E,VS2,5,1065
831,0.29,Ideal,5,H,IF,8,607
832,0.7,Ideal,5,J,VS1,4,2107
833,0.52,Fair,1,E,VVS2,6,2079
834,0.93,Very Good,3,D,SI2,2,4214
835,0.41,Ideal,5,F,VVS1,7,1295
836,1.56,Good,2,F,SI2,2,9784
837,0.73,Very Good,3,I,VVS2,6,2565
838,1.06,Ideal,5,G,SI2,2,4238
839,1.1,Premium,4,E,SI2,2,4691
840,1.07,Ideal,5,I,VS2,5,4764
841,0.7,Good,2,I,I1,1,1111
842,0.38,Premium,4,G,SI1,3,855
843,0.3,Ideal,5,D,VS2,5,778
844,1.22,Ideal,5,I,VS2,5,7430
845,2.43,Premium,4,J,VS2,5,18692
846,0.4,Very Good,3,F,SI2,2,579
847,0.72,Premium,4,D,SI2,2,2429
848,0.34,Ideal,5,G,IF,8,974
849,1.09,Fair,1,F,SI2,2,3170
850,0.53,Ideal,5,E,VS2,5,1721
851,0.57,Good,2,G,VS2,5,1816
852,1.03,Premium,4,F,VS2,5,5330
853,2.14,Premium,4,I,VS2,5,17416
854,2,Ideal,5,G,SI1,3,13675
855,0.32,Premium,4,D,SI1,3,589
856,2.01,Good,2,H,SI2,2,14426
857,1.51,Fair,1,H,VS2,5,7534
858,1.72,Premium,4,G,VS1,4,17605
859,2.08,Very Good,3,H,SI2,2,15696
860,0.38,Ideal,5,I,VS1,4,703
861,0.9,Good,2,H,SI2,2,3024
862,1,Very Good,3,F,SI1,3,5058
863,0.39,Ideal,5,F,SI2,2,587
864,1.21,Ideal,5,I,VS1,4,6691
865,1,Premium,4,E,VS1,4,7420
866,0.29,Ideal,5,G,VS2,5,525
867,0.54,Very Good,3,G,SI1,3,1389
868,0.3,Very Good,3,G,VVS1,7,1013
869,0.31,Ideal,5,G,VVS1,7,755
870,0.83,Ideal,5,D,SI1,3,3933
871,1,Fair,1,I,SI1,3,2912
872,1.21,Very Good,3,F,VS2,5,7826
873,1.51,Very Good,3,J,VS2,5,7418
874,0.4,Ideal,5,F,VS2,5,1080
875,0.7,Ideal,5,I,VVS2,6,2487
876,0.52,Very Good,3,G,VS1,4,1641
877,0.37,Premium,4,H,SI1,3,666
878,1.52,Very Good,3,H,VS1,4,11912
879,0.76,Ideal,5,G,VVS2,6,3927
880,0.72,Ideal,5,F,VS2,5,3564
881,1.01,Ideal,5,G,VS1,4,6176
882,0.73,Premium,4,F,VS2,5,2841
883,0.59,Ideal,5,F,SI2,2,1371
884,1.04,Good,2,E,SI1,3,5766
885,1.51,Ideal,5,I,SI1,3,8574
886,1.77,Premium,4,J,SI2,2,8840
887,0.26,Ideal,5,D,VVS2,6,599
888,0.31,Ideal,5,H,VVS2,6,625
889,0.3,Ideal,5,I,SI2,2,360
890,1.12,Premium,4,D,SI2,2,5329
891,0.91,Premium,4,D,SI1,3,4352
892,0.5,Good,2,F,VS1,4,1415
893,0.59,Ideal,5,D,SI1,3,1912
894,0.36,Ideal,5,G,VS1,4,932
895,0.91,Ideal,5,E,SI2,2,3898
896,0.9,Very Good,3,H,VS1,4,3964
897,0.33,Ideal,5,H,VVS2,6,827
898,0.41,Premium,4,E,SI1,3,969
899,0.71,Ideal,5,F,VVS2,6,3499
900,2.36,Ideal,5,H,SI2,2,14146
901,0.67,Good,2,D,SI1,3,2258
902,1.23,Ideal,5,G,VS1,4,10859
903,0.43,Ideal,5,F,VVS2,6,1169
904,0.31,Premium,4,E,VS1,4,942
905,0.74,Ideal,5,I,SI1,3,2769
906,0.51,Premium,4,E,SI2,2,1205
907,0.4,Ideal,5,H,VVS2,6,877
908,1.02,Good,2,G,VVS1,7,8005
909,2.16,Ideal,5,J,SI1,3,14691
910,0.32,Premium,4,H,IF,8,842
911,0.43,Ideal,5,H,SI1,3,716
912,0.3,Ideal,5,E,SI2,2,401
913,1.03,Ideal,5,G,SI2,2,4470
914,1.53,Premium,4,G,SI1,3,9747
915,0.3,Premium,4,G,VS2,5,630
916,0.3,Ideal,5,F,VVS1,7,854
917,1.21,Very Good,3,E,SI1,3,7703
918,1.32,Ideal,5,I,VS1,4,7480
919,1,Ideal,5,G,VS1,4,6465
920,0.7,Premium,4,F,SI2,2,2362
921,0.7,Ideal,5,F,SI1,3,2382
922,1.03,Ideal,5,I,VS2,5,5378
923,1.52,Premium,4,D,SI2,2,8897
924,0.71,Ideal,5,J,SI1,3,2001
925,2.01,Good,2,I,VS2,5,15587
926,0.71,Ideal,5,I,IF,8,2701
927,1,Ideal,5,F,SI1,3,5292
928,0.59,Very Good,3,E,VS1,4,2021
929,0.52,Ideal,5,F,VVS2,6,2092
930,0.7,Very Good,3,I,VVS2,6,2415
931,0.35,Ideal,5,F,IF,8,1035
932,0.31,Ideal,5,F,VS2,5,625
933,0.74,Ideal,5,G,VS2,5,2877
934,0.3,Ideal,5,H,IF,8,764
935,0.33,Ideal,5,H,SI2,2,433
936,0.7,Premium,4,G,VS1,4,2512
937,0.75,Premium,4,H,SI2,2,2234
938,0.31,Ideal,5,I,VS1,4,544
939,1.2,Ideal,5,F,VS2,5,8334
940,1.5,Premium,4,H,I1,1,3457
941,1.35,Premium,4,H,VS1,4,8747
942,0.41,Good,2,D,SI1,3,738
943,0.73,Ideal,5,F,SI1,3,2527
944,0.9,Ideal,5,G,SI2,2,3521
945,1.61,Ideal,5,G,VS1,4,14341
946,0.41,Good,2,H,SI1,3,683
947,0.26,Ideal,5,G,VVS1,7,605
948,0.74,Ideal,5,I,IF,8,2952
949,1,Good,2,E,SI2,2,3889
950,0.32,Ideal,5,F,IF,8,943
951,1.02,Ideal,5,E,SI2,2,4798
952,0.4,Premium,4,F,VS1,4,1050
953,2.3,Ideal,5,H,SI2,2,18108
954,1.31,Ideal,5,I,VS2,5,6873
955,1.43,Very Good,3,D,SI1,3,9450
956,0.33,Ideal,5,E,VVS1,7,1052
957,1.06,Ideal,5,F,VVS2,6,8619
958,0.81,Premium,4,F,SI1,3,3004
959,0.84,Very Good,3,G,VS2,5,3535
960,1.21,Very Good,3,J,VS1,4,5452
961,0.42,Very Good,3,E,VS2,5,958
962,0.52,Very Good,3,E,SI2,2,1372
963,0.36,Premium,4,H,VVS2,6,726
964,1.13,Premium,4,E,SI2,2,5316
965,0.29,Ideal,5,G,VS1,4,507
966,0.57,Very Good,3,F,SI1,3,1346
967,0.41,Premium,4,H,VVS2,6,961
968,1,Premium,4,E,SI1,3,4805
969,1.02,Premium,4,D,SI1,3,5998
970,1.24,Premium,4,I,VS2,5,4858
971,2.05,Premium,4,G,SI2,2,12857
972,0.32,Very Good,3,H,VVS1,7,730
973,1.16,Premium,4,I,VS2,5,5016
974,1.2,Ideal,5,G,SI2,2,5826
975,0.93,Ideal,5,H,SI1,3,4635
976,0.71,Ideal,5,J,VVS2,6,2226
977,1.02,Premium,4,F,VS2,5,6479
978,0.3,Ideal,5,D,SI1,3,709
979,0.36,Premium,4,G,VS1,4,932
980,1.37,Ideal,5,G,IF,8,13439
981,0.4,Ideal,5,E,VS2,5,1090
982,0.52,Ideal,5,D,SI2,2,1292
983,1.01,Very Good,3,I,SI1,3,4189
984,0.31,Ideal,5,E,VS2,5,680
985,0.9,Very Good,3,H,VS2,5,3919
986,0.41,Ideal,5,E,SI2,2,683
987,1.19,Very Good,3,G,VVS2,6,8689
988,0.73,Ideal,5,F,SI1,3,3249
989,0.51,Ideal,5,E,SI1,3,1343
990,0.62,Premium,4,F,SI2,2,1234
991,0.31,Ideal,5,D,VS1,4,774
992,0.71,Ideal,5,D,SI2,2,2505
993,1.51,Ideal,5,D,VS1,4,16688
994,0.25,Very Good,3,E,VVS1,7,576
995,0.51,Very Good,3,D,VS2,5,1633
996,1.02,Premium,4,D,SI2,2,4044
997,0.37,Ideal,5,E,VS1,4,999
998,1.06,Ideal,5,F,SI1,3,6249
999,0.41,Ideal,5,E,VVS1,7,1367
1000,0.3,Ideal,5,H,VVS2,6,581
1001,0.65,Good,2,I,VS1,4,1744
1002,1,Very Good,3,E,SI2,2,4392
1003,1.5,Very Good,3,E,SI1,3,12247
1004,0.76,Ideal,5,D,VVS2,6,4223
1005,0.51,Premium,4,F,VS1,4,1627
1006,1,Premium,4,E,I1,1,3584
1007,0.32,Ideal,5,F,VVS1,7,867
1008,0.41,Ideal,5,D,SI1,3,1015
1009,0.32,Ideal,5,F,VVS2,6,945
1010,1.13,Premium,4,H,SI1,3,4689
1011,0.53,Very Good,3,J,VS1,4,1106
1012,0.81,Ideal,5,F,VVS2,6,4630
1013,1.5,Very Good,3,J,SI2,2,5902
1014,1,Premium,4,E,SI1,3,5396
1015,0.41,Premium,4,G,SI1,3,719
1016,0.32,Ideal,5,E,VVS1,7,1044
1017,1.5,Premium,4,I,SI2,2,7056
1018,0.72,Ideal,5,F,VVS1,7,4362
1019,0.4,Very Good,3,D,VS2,5,982
1020,1,Good,2,E,SI2,2,3696
1021,0.93,Ideal,5,H,VS1,4,4265
1022,1,Premium,4,G,VVS1,7,8154
1023,1.01,Premium,4,G,SI2,2,4327
1024,1.55,Premium,4,E,SI2,2,7161
1025,1.18,Ideal,5,E,VVS2,6,11906
1026,0.3,Premium,4,F,VS1,4,570
1027,0.33,Ideal,5,I,SI1,3,463
1028,1.03,Fair,1,I,VS1,4,4328
1029,1.17,Premium,4,G,VS1,4,7564
1030,1.26,Very Good,3,G,VS2,5,8040
1031,0.31,Premium,4,D,SI1,3,684
1032,1.14,Premium,4,F,SI1,3,5135
1033,0.32,Ideal,5,E,VVS2,6,883
1034,0.31,Ideal,5,E,VS2,5,872
1035,1.03,Very Good,3,G,VS2,5,6036
1036,0.9,Ideal,5,D,SI1,3,4304
1037,1.13,Premium,4,I,SI1,3,4746
1038,1.05,Ideal,5,G,VS2,5,6586
1039,1.34,Ideal,5,F,SI1,3,7893
1040,1.03,Very Good,3,D,SI1,3,5948
1041,0.51,Ideal,5,G,VVS2,6,1875
1042,0.52,Ideal,5,G,VVS2,6,1911
1043,0.33,Ideal,5,F,VVS1,7,955
1044,0.52,Very Good,3,I,SI1,3,1088
1045,1.64,Premium,4,I,SI2,2,8587
1046,1.22,Ideal,5,H,SI2,2,5807
1047,0.96,Premium,4,G,SI2,2,4204
1048,0.75,Ideal,5,E,VS2,5,3192
1049,0.4,Very Good,3,D,VVS2,6,1010
1050,0.59,Premium,4,D,VVS2,6,2538
1051,0.32,Ideal,5,F,VS2,5,645
1052,0.96,Premium,4,H,SI1,3,4026
1053,0.71,Premium,4,G,VS2,5,2443
1054,0.79,Very Good,3,F,SI1,3,3047
1055,0.36,Premium,4,E,VS2,5,1013
1056,1,Premium,4,F,SI1,3,5645
1057,0.82,Premium,4,F,VS1,4,3513
1058,0.6,Ideal,5,E,VS2,5,1897
1059,1.22,Very Good,3,H,SI1,3,6323
1060,1.52,Fair,1,H,I1,1,3504
1061,1.09,Premium,4,E,SI1,3,5237
1062,0.53,Ideal,5,F,VS1,4,1939
1063,0.39,Ideal,5,G,VVS2,6,974
1064,0.58,Ideal,5,F,SI2,2,1776
1065,1.26,Premium,4,E,VVS1,7,14952
1066,0.4,Ideal,5,D,SI2,2,798
1067,1.11,Ideal,5,H,VVS1,7,8508
1068,1.1,Good,2,F,SI2,2,3918
1069,0.41,Ideal,5,G,SI1,3,671
1070,0.5,Very Good,3,G,VVS2,6,1838
1071,1.52,Premium,4,F,VS2,5,13919
1072,0.53,Ideal,5,F,VS1,4,1832
1073,0.3,Very Good,3,G,VS2,5,526
1074,0.29,Very Good,3,D,SI1,3,737
1075,0.7,Ideal,5,H,VS1,4,3185
1076,0.3,Ideal,5,I,VVS2,6,532
1077,0.3,Very Good,3,E,VVS2,6,789
1078,1.51,Premium,4,H,SI1,3,9833
1079,1.03,Good,2,D,SI2,2,4671
1080,0.71,Ideal,5,G,SI1,3,3007
1081,0.3,Premium,4,G,SI2,2,452
1082,0.7,Ideal,5,I,VVS2,6,2530
1083,1.26,Premium,4,F,VS1,4,9896
1084,1.23,Premium,4,F,I1,1,3375
1085,0.84,Ideal,5,G,SI2,2,2879
1086,0.4,Ideal,5,E,SI1,3,737
1087,1.07,Ideal,5,G,SI2,2,4021
1088,0.67,Good,2,E,VS1,4,2427
1089,0.41,Ideal,5,G,VS2,5,1061
1090,0.8,Ideal,5,D,SI1,3,3195
1091,0.34,Ideal,5,F,VS1,4,760
1092,0.32,Ideal,5,E,SI2,2,427
1093,0.38,Ideal,5,D,VS1,4,983
1094,0.56,Ideal,5,D,VS2,5,2066
1095,0.31,Premium,4,G,SI1,3,593
1096,0.42,Premium,4,I,SI2,2,709
1097,0.71,Ideal,5,F,SI2,2,2291
1098,0.91,Premium,4,I,SI1,3,2700
1099,0.31,Very Good,3,D,SI2,2,462
1100,2.35,Premium,4,J,VS1,4,14399
1101,0.31,Premium,4,F,VS2,5,625
1102,0.33,Very Good,3,G,VVS1,7,868
1103,0.32,Ideal,5,I,VS2,5,466
1104,0.71,Premium,4,H,SI1,3,2364
1105,0.9,Very Good,3,F,VS2,5,4397
1106,1.31,Premium,4,F,SI2,2,4743
1107,1.2,Very Good,3,H,SI1,3,6019
1108,0.5,Good,2,F,SI2,2,926
1109,0.31,Very Good,3,F,VS1,4,679
1110,0.37,Premium,4,D,VS2,5,794
1111,0.24,Very Good,3,F,VVS1,7,485
1112,1.06,Ideal,5,D,SI1,3,6426
1113,0.41,Ideal,5,G,VS1,4,899
1114,0.92,Ideal,5,E,SI1,3,4258
1115,0.43,Very Good,3,I,VVS2,6,850
1116,0.7,Very Good,3,H,SI1,3,2018
1117,1,Very Good,3,D,VS2,5,6762
1118,0.79,Very Good,3,E,SI1,3,3077
1119,1.31,Ideal,5,H,VS1,4,8583
1120,0.82,Ideal,5,H,SI1,3,2617
1121,0.71,Very Good,3,E,SI2,2,2225
1122,2.09,Premium,4,H,SI2,2,17001
1123,0.43,Premium,4,F,SI2,2,871
1124,0.26,Very Good,3,F,VVS1,7,562
1125,1.01,Premium,4,F,VS2,5,6416
1126,0.5,Very Good,3,E,VS1,4,1755
1127,0.58,Ideal,5,E,VS2,5,1698
1128,0.39,Ideal,5,G,VS1,4,752
1129,1.21,Ideal,5,I,VS1,4,6279
1130,1.51,Ideal,5,E,VS1,4,17649
1131,0.54,Very Good,3,F,SI2,2,1311
1132,0.9,Very Good,3,I,VS1,4,3644
1133,0.33,Very Good,3,F,VVS1,7,912
1134,0.5,Ideal,5,E,SI1,3,1317
1135,0.43,Premium,4,E,SI2,2,919
1136,0.32,Ideal,5,G,VVS2,6,936
1137,0.9,Very Good,3,H,VVS2,6,4592
1138,0.32,Premium,4,J,SI1,3,480
1139,1.22,Ideal,5,J,VS2,5,6052
1140,0.71,Very Good,3,G,VVS2,6,2977
1141,0.38,Ideal,5,F,VS1,4,915
1142,0.72,Good,2,F,SI1,3,2188
1143,0.9,Very Good,3,J,VS1,4,3231
1144,0.23,Very Good,3,F,VVS2,6,505
1145,0.76,Very Good,3,H,SI2,2,2418
1146,1.51,Ideal,5,G,SI1,3,11255
1147,0.55,Ideal,5,I,VS2,5,1216
1148,1.59,Ideal,5,J,SI1,3,8325
1149,1.01,Very Good,3,E,VS2,5,6310
1150,0.65,Ideal,5,H,VVS1,7,2177
1151,0.38,Ideal,5,F,VS1,4,865
1152,0.31,Premium,4,E,SI1,3,698
1153,0.52,Fair,1,F,IF,8,2144
1154,0.33,Ideal,5,G,VS2,5,743
1155,1,Fair,1,G,I1,1,1954
1156,0.91,Premium,4,E,SI2,2,3703
1157,1.45,Premium,4,G,VS1,4,8740
1158,0.72,Ideal,5,F,VS1,4,3759
1159,0.46,Good,2,E,VS2,5,1267
1160,1.01,Ideal,5,D,SI2,2,4785
1161,0.71,Premium,4,D,SI1,3,2743
1162,0.41,Ideal,5,F,VS1,4,1007
1163,2.16,Premium,4,I,VS2,5,18481
1164,0.3,Ideal,5,D,VVS2,6,814
1165,1.19,Very Good,3,J,SI2,2,4329
1166,0.55,Ideal,5,G,VS2,5,1588
1167,0.53,Ideal,5,D,VS2,5,1659
1168,1.03,Ideal,5,F,VVS1,7,9881
1169,1,Fair,1,H,SI2,2,3192
1170,0.9,Ideal,5,F,I1,1,2634
1171,0.41,Very Good,3,D,SI1,3,689
1172,0.4,Very Good,3,E,SI2,2,644
1173,0.31,Ideal,5,H,VVS2,6,625
1174,1.21,Premium,4,H,VS2,5,6849
1175,0.41,Very Good,3,F,SI1,3,878
1176,0.52,Very Good,3,E,VS2,5,1641
1177,1.08,Premium,4,G,SI2,2,4627
1178,1.01,Premium,4,F,SI2,2,4197
1179,0.83,Ideal,5,D,SI1,3,4159
1180,0.41,Very Good,3,E,SI1,3,755
1181,0.31,Ideal,5,G,VS1,4,802
1182,1.15,Very Good,3,H,SI1,3,5047
1183,0.53,Ideal,5,I,VS2,5,1173
1184,0.3,Premium,4,D,SI2,2,574
1185,0.42,Premium,4,E,SI1,3,873
1186,0.8,Premium,4,J,VS1,4,2292
1187,0.23,Very Good,3,D,VVS1,7,478
