,carat,cut,cut_ord,color,clarity,clarity_ord
2634,0.9,Premium,4,H,VS1,4
2635,1.41,Premium,4,G,SI1,3
2636,1.03,Ideal,5,H,VVS2,6
2637,1.02,Premium,4,D,VS2,5
2638,0.7,Ideal,5,F,SI2,2
2639,0.32,Ideal,5,F,VS2,5
2640,0.43,Ideal,5,E,VVS1,7
2641,0.5,Very Good,3,E,SI2,2
2642,0.28,Very Good,3,D,VVS2,6
2643,0.36,Ideal,5,H,VS2,5
2644,1.51,Very Good,3,F,SI1,3
2645,0.52,Ideal,5,G,VS2,5
2646,1.05,Ideal,5,F,SI1,3
2647,0.34,Very Good,3,D,SI1,3
2648,0.4,Ideal,5,E,VS2,5
2649,2.14,Ideal,5,H,SI2,2
2650,2,Premium,4,J,VS1,4
2651,0.92,Premium,4,F,SI2,2
2652,1.55,Premium,4,D,SI2,2
2653,1.04,Ideal,5,G,VS2,5
2654,1.02,Ideal,5,E,SI1,3
2655,2.01,Very Good,3,I,SI1,3
2656,1.51,Fair,1,I,VS2,5
2657,0.3,Ideal,5,F,VVS2,6
2658,1.01,Ideal,5,G,VS2,5
2659,1.05,Premium,4,J,VS1,4
2660,1.22,Ideal,5,E,VVS2,6
2661,0.75,Premium,4,F,SI1,3
2662,0.44,Ideal,5,F,SI1,3
2663,0.33,Ideal,5,G,VS1,4
2664,0.72,Ideal,5,E,VS2,5
2665,0.81,Premium,4,E,SI2,2
2666,0.3,Ideal,5,D,SI1,3
2667,0.7,Very Good,3,E,SI1,3
2668,1.72,Premium,4,H,SI1,3
2669,1,Premium,4,F,SI1,3
2670,0.3,Very Good,3,G,SI1,3
2671,0.28,Ideal,5,H,VVS2,6
2672,0.72,Very Good,3,J,VS1,4
2673,0.31,Premium,4,G,SI1,3
2674,1.54,Premium,4,I,SI2,2
2675,0.31,Ideal,5,G,SI1,3
2676,0.37,Premium,4,D,VVS2,6
2677,0.38,Ideal,5,G,VS2,5
2678,0.9,Fair,1,E,I1,1
2679,1,Premium,4,J,SI1,3
2680,0.33,Very Good,3,I,VVS1,7
2681,1.03,Very Good,3,J,SI2,2
2682,0.42,Very Good,3,D,SI2,2
2683,0.62,Ideal,5,G,VVS2,6
2684,0.9,Ideal,5,J,SI1,3
2685,1.18,Very Good,3,I,SI2,2
2686,0.41,Ideal,5,F,VS2,5
2687,0.25,Very Good,3,D,VVS2,6
2688,0.36,Premium,4,D,SI2,2
2689,0.51,Ideal,5,E,SI2,2
2690,1.19,Premium,4,G,VS2,5
2691,0.5,Premium,4,F,SI1,3
2692,0.41,Very Good,3,E,SI2,2
2693,1.5,Premium,4,F,VS2,5
2694,0.51,Very Good,3,I,SI1,3
2695,0.7,Ideal,5,I,VVS1,7
2696,0.36,Ideal,5,G,SI1,3
2697,0.77,Premium,4,E,SI1,3
2698,0.7,Good,2,F,SI2,2
2699,0.46,Ideal,5,E,SI2,2
2700,0.95,Good,2,G,VVS2,6
2701,0.83,Ideal,5,G,VS1,4
2702,0.7,Very Good,3,G,VS1,4
2703,1.14,Very Good,3,G,SI2,2
2704,1.18,Good,2,D,SI2,2
2705,0.33,Ideal,5,G,VVS1,7
2706,0.23,Ideal,5,E,SI2,2
2707,0.92,Ideal,5,E,SI2,2
2708,0.33,Ideal,5,E,SI1,3
2709,1.05,Very Good,3,E,VVS1,7
2710,0.52,Ideal,5,F,VS2,5
2711,1.18,Premium,4,G,VS2,5
2712,1.07,Premium,4,H,VS2,5
2713,1.02,Very Good,3,G,VS2,5
2714,1.52,Premium,4,G,VS1,4
2715,0.31,Ideal,5,F,VS1,4
2716,1.2,Premium,4,J,SI1,3
2717,0.32,Premium,4,F,SI1,3
2718,0.7,Premium,4,H,VS2,5
2719,0.35,Ideal,5,E,VS2,5
2720,0.51,Ideal,5,G,VS1,4
2721,1.05,Ideal,5,G,SI1,3
2722,0.35,Ideal,5,E,SI1,3
2723,0.31,Premium,4,J,VS2,5
2724,0.3,Ideal,5,J,IF,8
2725,0.61,Ideal,5,D,VVS2,6
2726,0.6,Premium,4,D,SI1,3
2727,0.35,Very Good,3,G,VS2,5
2728,0.51,Ideal,5,G,VS1,4
2729,0.71,Ideal,5,F,VS1,4
2730,1.11,Premium,4,H,SI1,3
2731,0.33,Ideal,5,D,VVS2,6
2732,0.7,Ideal,5,E,VS2,5
2733,1.2,Ideal,5,G,VVS2,6
2734,0.31,Ideal,5,G,SI1,3
2735,0.36,Ideal,5,G,SI1,3
2736,0.91,Very Good,3,F,SI1,3
2737,1,Very Good,3,E,VS2,5
2738,0.9,Very Good,3,E,VS1,4
2739,0.52,Premium,4,E,VVS1,7
2740,1.06,Ideal,5,G,VVS2,6
2741,0.31,Good,2,E,VS2,5
2742,0.7,Ideal,5,H,SI1,3
2743,1.23,Ideal,5,F,SI2,2
2744,0.52,Ideal,5,H,VS2,5
2745,0.31,Premium,4,F,VS2,5
2746,1,Very Good,3,F,IF,8
2747,0.3,Very Good,3,I,VS1,4
2748,1.27,Ideal,5,H,SI1,3
2749,0.26,Ideal,5,H,VS1,4
2750,0.71,Premium,4,F,SI1,3
2751,0.5,Good,2,F,SI1,3
2752,0.34,Premium,4,H,VS1,4
2753,1.02,Premium,4,F,VS2,5
2754,1.51,Very Good,3,G,VS1,4
2755,1.08,Very Good,3,H,VVS1,7
2756,1.16,Fair,1,H,SI2,2
2757,0.91,Very Good,3,H,VS2,5
2758,1.33,Premium,4,I,SI2,2
2759,0.92,Very Good,3,D,SI1,3
2760,0.46,Ideal,5,G,IF,8
2761,0.33,Premium,4,G,VS1,4
2762,1.01,Premium,4,E,SI2,2
2763,1.04,Premium,4,D,SI2,2
2764,0.73,Ideal,5,H,VVS2,6
2765,0.42,Premium,4,G,VS2,5
2766,0.46,Fair,1,I,VS1,4
2767,0.78,Fair,1,G,SI2,2
2768,1,Premium,4,F,VS2,5
2769,0.71,Ideal,5,G,IF,8
2770,0.33,Premium,4,H,VS2,5
2771,0.71,Premium,4,F,SI1,3
2772,0.91,Premium,4,F,SI2,2
2773,2.23,Premium,4,J,VS2,5
2774,0.7,Ideal,5,D,VS2,5
2775,1.13,Premium,4,J,VS1,4
2776,1.75,Ideal,5,J,VS2,5
2777,1.21,Premium,4,H,SI1,3
2778,0.7,Very Good,3,F,VS2,5
2779,1.01,Good,2,F,SI1,3
2780,0.36,Ideal,5,H,VS2,5
2781,0.72,Very Good,3,E,SI2,2
2782,1.62,Very Good,3,I,VS2,5
2783,1.19,Ideal,5,F,VVS2,6
2784,1.01,Very Good,3,G,SI1,3
2785,0.7,Premium,4,D,VS1,4
2786,1.03,Ideal,5,F,VS2,5
2787,0.54,Fair,1,F,SI1,3
2788,0.9,Very Good,3,F,SI2,2
2789,0.4,Ideal,5,H,IF,8
2790,0.51,Premium,4,G,VS2,5
2791,0.53,Premium,4,E,VS2,5
2792,0.5,Premium,4,E,VS2,5
2793,0.36,Ideal,5,E,SI1,3
2794,0.64,Good,2,D,SI1,3
2795,0.9,Ideal,5,G,VVS1,7
2796,0.35,Ideal,5,D,SI1,3
2797,0.3,Good,2,G,VVS2,6
2798,1,Premium,4,D,SI1,3
2799,0.59,Ideal,5,G,SI1,3
2800,0.71,Good,2,E,SI2,2
2801,0.7,Very Good,3,D,VS1,4
2802,0.31,Premium,4,I,SI1,3
2803,1.57,Ideal,5,F,SI1,3
2804,0.9,Ideal,5,G,SI1,3
2805,0.59,Ideal,5,D,SI1,3
2806,0.26,Very Good,3,G,VS1,4
2807,0.41,Ideal,5,E,VVS2,6
2808,0.4,Very Good,3,G,VS1,4
2809,0.53,Very Good,3,E,VS2,5
2810,0.7,Ideal,5,I,SI1,3
2811,0.32,Premium,4,D,SI1,3
2812,0.7,Good,2,F,VS1,4
2813,0.7,Very Good,3,E,VS2,5
2814,0.9,Good,2,G,SI1,3
2815,0.33,Premium,4,G,VS2,5
2816,1.15,Good,2,J,SI2,2
2817,1.01,Very Good,3,E,VS2,5
2818,0.32,Ideal,5,I,IF,8
2819,2.33,Very Good,3,H,SI2,2
2820,0.79,Very Good,3,I,SI1,3
2821,1.21,Ideal,5,H,SI1,3
2822,0.75,Very Good,3,G,SI1,3
2823,0.4,Ideal,5,I,SI1,3
2824,1.23,Good,2,I,VS1,4
2825,1.08,Premium,4,G,SI1,3
2826,0.28,Very Good,3,E,VS1,4
2827,0.54,Very Good,3,F,VS2,5
2828,1.09,Premium,4,G,VS2,5
2829,0.28,Very Good,3,E,VVS2,6
2830,1.2,Premium,4,F,SI2,2
2831,1,Ideal,5,E,SI1,3
2832,0.36,Ideal,5,G,SI1,3
2833,0.6,Very Good,3,F,SI1,3
2834,1.71,Premium,4,H,SI1,3
2835,0.33,Ideal,5,E,VS2,5
2836,0.3,Ideal,5,E,VVS1,7
2837,0.71,Ideal,5,D,SI2,2
2838,0.31,Ideal,5,G,IF,8
2839,0.32,Ideal,5,E,VVS2,6
2840,0.66,Ideal,5,H,SI1,3
2841,1.5,Good,2,D,SI2,2
2842,0.38,Premium,4,H,VS2,5
2843,1.22,Premium,4,F,VS2,5
2844,1.53,Very Good,3,H,VS1,4
2845,0.3,Ideal,5,H,SI1,3
2846,1.79,Premium,4,G,VS2,5
2847,1.02,Ideal,5,I,I1,1
2848,0.3,Ideal,5,F,VVS2,6
2849,0.75,Ideal,5,G,SI1,3
2850,0.54,Ideal,5,G,SI1,3
2851,0.7,Fair,1,F,SI2,2
2852,1.25,Ideal,5,H,SI1,3
2853,0.82,Ideal,5,I,SI1,3
2854,1.01,Very Good,3,F,VS2,5
2855,1.15,Very Good,3,H,SI2,2
2856,1.67,Ideal,5,F,VS2,5
2857,1.01,Very Good,3,E,VS2,5
2858,0.39,Very Good,3,E,VS2,5
2859,1.22,Ideal,5,I,VS1,4
2860,1.01,Good,2,E,SI1,3
2861,2,Very Good,3,I,VS2,5
2862,0.54,Ideal,5,D,VS2,5
2863,0.9,Premium,4,J,SI1,3
2864,0.32,Very Good,3,E,SI1,3
2865,0.54,Very Good,3,F,SI1,3
2866,0.5,Premium,4,D,SI1,3
2867,1.51,Premium,4,J,VVS2,6
2868,1.01,Very Good,3,H,VS2,5
2869,0.77,Good,2,D,SI2,2
2870,0.7,Fair,1,E,SI2,2
2871,0.31,Ideal,5,E,VS2,5
2872,2.18,Premium,4,J,SI2,2
2873,0.3,Very Good,3,J,VS1,4
2874,0.53,Ideal,5,D,SI1,3
2875,0.9,Very Good,3,F,SI1,3
2876,1.13,Ideal,5,H,SI1,3
2877,0.4,Premium,4,D,SI2,2
2878,0.5,Very Good,3,D,VS2,5
2879,0.37,Ideal,5,F,VVS1,7
2880,1.12,Very Good,3,I,VS2,5
2881,1.28,Ideal,5,G,SI1,3
2882,0.66,Very Good,3,E,VVS1,7
2883,0.71,Good,2,H,SI1,3
2884,0.4,Premium,4,H,VS1,4
2885,1.28,Ideal,5,H,SI1,3
2886,0.42,Premium,4,E,SI2,2
2887,1,Very Good,3,H,SI2,2
2888,0.41,Premium,4,G,VS1,4
2889,0.52,Very Good,3,I,VS1,4
2890,0.46,Ideal,5,G,VVS1,7
2891,1.5,Very Good,3,J,VS2,5
2892,1.13,Very Good,3,I,VS2,5
2893,0.3,Very Good,3,I,SI1,3
2894,2,Very Good,3,E,SI2,2
2895,1.68,Ideal,5,I,VS2,5
2896,0.3,Ideal,5,D,SI1,3
2897,0.81,Premium,4,G,VS1,4
2898,0.35,Very Good,3,E,SI1,3
2899,1.54,Ideal,5,D,SI2,2
2900,0.32,Ideal,5,H,VVS1,7
2901,0.9,Ideal,5,E,SI1,3
2902,0.79,Ideal,5,I,VS1,4
2903,0.5,Ideal,5,D,SI2,2
2904,1.09,Ideal,5,E,SI1,3
2905,0.33,Very Good,3,E,VS2,5
2906,0.38,Good,2,F,VS2,5
2907,0.31,Ideal,5,E,VS2,5
2908,1.21,Very Good,3,G,SI2,2
2909,1.19,Ideal,5,E,SI2,2
2910,0.55,Ideal,5,G,VVS2,6
2911,0.7,Ideal,5,F,SI1,3
2912,0.39,Very Good,3,G,VVS1,7
2913,1.66,Ideal,5,J,SI2,2
2914,1.1,Ideal,5,I,SI1,3
2915,1.21,Very Good,3,G,SI2,2
2916,0.3,Very Good,3,E,VS1,4
2917,0.86,Good,2,G,SI2,2
2918,0.3,Ideal,5,G,VS1,4
2919,1.22,Ideal,5,G,VS1,4
2920,0.3,Premium,4,E,SI1,3
2921,1.2,Ideal,5,G,VS1,4
2922,0.31,Ideal,5,H,VVS1,7
2923,2.01,Very Good,3,I,VS2,5
2924,0.37,Ideal,5,J,SI1,3
2925,0.31,Premium,4,E,VS1,4
2926,0.3,Ideal,5,F,SI1,3
2927,0.31,Ideal,5,F,VVS2,6
2928,0.27,Very Good,3,F,VVS1,7
2929,0.32,Ideal,5,D,VVS2,6
2930,0.33,Ideal,5,H,IF,8
2931,1.86,Very Good,3,H,SI2,2
2932,0.72,Ideal,5,H,VS1,4
2933,1.05,Ideal,5,H,SI1,3
2934,1.02,Premium,4,G,VS2,5
2935,1.04,Very Good,3,E,SI1,3
2936,0.95,Very Good,3,J,VVS2,6
2937,0.3,Ideal,5,H,VVS2,6
2938,0.27,Very Good,3,G,VS1,4
2939,0.32,Premium,4,F,VS2,5
2940,1.28,Ideal,5,G,SI1,3
2941,1.31,Premium,4,F,SI1,3
2942,0.3,Premium,4,E,SI1,3
2943,1.51,Ideal,5,I,VS1,4
2944,0.36,Ideal,5,E,VS2,5
2945,0.73,Premium,4,F,SI1,3
2946,0.33,Ideal,5,G,IF,8
2947,1,Premium,4,G,SI2,2
2948,0.31,Ideal,5,G,IF,8
2949,0.56,Ideal,5,E,VS2,5
2950,0.32,Premium,4,G,VVS2,6
2951,1.53,Premium,4,G,VVS1,7
2952,0.52,Very Good,3,H,SI1,3
2953,0.42,Ideal,5,G,VVS1,7
2954,0.3,Ideal,5,D,VS2,5
2955,1,Very Good,3,G,VS2,5
2956,0.44,Good,2,E,VS2,5
2957,1.01,Good,2,E,VS2,5
2958,0.31,Ideal,5,J,VS1,4
2959,2.28,Premium,4,H,SI2,2
2960,0.5,Premium,4,D,VS2,5
2961,0.5,Ideal,5,E,VVS2,6
2962,0.36,Very Good,3,E,SI1,3
2963,0.7,Ideal,5,I,SI1,3
2964,0.4,Premium,4,D,SI2,2
2965,0.52,Good,2,G,VS2,5
2966,1.02,Ideal,5,G,SI2,2
2967,0.76,Very Good,3,G,VVS2,6
2968,2.03,Ideal,5,I,SI2,2
2969,1.51,Premium,4,F,VS2,5
2970,0.61,Very Good,3,E,SI1,3
2971,1,Premium,4,F,VS2,5
2972,1.07,Premium,4,E,SI2,2
2973,1.21,Very Good,3,F,VS1,4
2974,0.46,Fair,1,G,VS1,4
2975,0.79,Good,2,I,VS2,5
2976,0.32,Ideal,5,F,VVS2,6
2977,0.4,Ideal,5,F,VS2,5
2978,0.51,Fair,1,E,VS2,5
2979,1.05,Premium,4,J,VS1,4
2980,0.43,Very Good,3,H,SI1,3
2981,0.3,Ideal,5,G,VVS2,6
2982,1.51,Premium,4,E,SI1,3
2983,1.54,Ideal,5,J,VS2,5
2984,1.16,Ideal,5,I,VS2,5
2985,1.01,Premium,4,D,SI1,3
2986,1.01,Very Good,3,I,VS2,5
2987,0.83,Premium,4,H,SI1,3
2988,0.93,Very Good,3,F,VS2,5
2989,1.2,Very Good,3,G,SI2,2
2990,0.8,Ideal,5,E,VVS2,6
2991,1.11,Ideal,5,D,VVS2,6
2992,1.31,Premium,4,H,SI2,2
2993,1.11,Good,2,F,SI1,3
2994,1.1,Good,2,D,SI2,2
2995,1.22,Premium,4,I,SI2,2
2996,0.72,Ideal,5,F,SI2,2
2997,1.09,Premium,4,I,VS2,5
2998,1.05,Very Good,3,G,SI1,3
2999,0.7,Fair,1,G,SI1,3
3000,1.01,Very Good,3,F,SI1,3
